event_type,timestamp,symbol,raw_symbol,timeframe,close,price_return_pct,oi_change_pct,volume_zscore,volume_ratio,funding_classification,early_bullish_score,blowoff_risk_score,squeeze_setup_score,whale_accum_score
SQUEEZE_SETUP,2026-06-13 16:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07785,-0.008659111167706568,0.0066008927220759794,-0.5783963648584765,0.56935720409859,NEGATIVE,21.9,0.8,58.1,100.0
WHALE_ACCUM,2026-06-13 16:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.6698,-0.01354933726067764,0.008431010402620176,-0.7692512944177002,0.6000623364697528,NEUTRAL,24.9,2.2,8.8,96.0
WHALE_ACCUM,2026-06-13 16:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08758,-0.008041680824555364,0.023141257007265548,-0.46899702222805967,0.7818906790803174,NEUTRAL,34.7,6.4,5.0,100.0
WHALE_ACCUM,2026-06-13 16:00:00+00:00,OP,BYBIT:OPUSDT.P,4h,0.10809,0.004553903345724919,-0.08066504350552295,-0.05972502697677613,1.0962776603540434,NEGATIVE,23.4,1.5,13.2,75.5
WHALE_ACCUM,2026-06-13 16:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.346,-0.009447466361294121,0.14173104859676666,-0.09815647336024469,1.141255051368612,EXTREME,100.0,46.0,0.0,100.0
ENTRY,2026-06-13 12:00:00+00:00,TAO,BINANCE:TAOUSDT.P,4h,262.67,0.06837224436671274,0.08646255757082688,7.908607848238373,6.439479330535687,EXTREME,100.0,81.1,0.0,40.0
OI_SURGE,2026-06-13 12:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.1559,0.006706148754572316,0.057578766523178615,-0.6188235992055576,0.7051429860080574,NEGATIVE,64.0,19.2,14.4,0.0
PRE_ENTRY,2026-06-13 12:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,4h,66.98,0.0025445292620864812,0.01820920407253679,-0.5210939670143774,0.6748504352801666,NEUTRAL,45.4,11.1,0.0,0.0
PRE_ENTRY,2026-06-13 12:00:00+00:00,ETH,BYBIT:ETHUSDT.P,4h,1681.3,0.0023071007433990154,0.02650996942083461,-1.0464999662518881,0.29727494603137894,NEUTRAL,44.6,10.7,13.7,0.0
PRE_ENTRY,2026-06-13 12:00:00+00:00,NEAR,BINANCE:NEARUSD.P,4h,2.177,0.06768023540951451,-0.0028496407417207825,-0.5961336445742329,0.7669003984063745,NEUTRAL,68.4,24.2,19.2,0.0
SQUEEZE_SETUP,2026-06-13 12:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07853,0.00012735608762093342,0.029492756309584145,-0.5662995861591295,0.5927175255265619,NEGATIVE,31.3,4.9,61.9,100.0
WHALE_ACCUM,2026-06-13 12:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.679,0.010266329415265618,0.008244849407905708,-0.31069144782026087,0.9545614794325739,NEGATIVE,43.5,10.8,13.1,91.7
WHALE_ACCUM,2026-06-13 12:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08829,0.004436860068259163,0.006539920325942417,-0.11956603898979302,1.1551615279098573,NEGATIVE,31.2,4.9,26.9,100.0
WHALE_ACCUM,2026-06-13 12:00:00+00:00,OP,BYBIT:OPUSDT.P,4h,0.1076,-0.0006501346707532552,-0.0019641490122047633,1.5766499616315353,2.1454852022520026,NEGATIVE,29.9,6.5,0.0,100.0
WHALE_ACCUM,2026-06-13 12:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.57,0.008634222919937207,-0.005857254736373663,-0.6900554113245789,0.5806600065542716,EXTREME,38.8,4.7,12.9,77.0
OI_SURGE,2026-06-13 08:00:00+00:00,LINK,BINANCE:LINKUSD.P,4h,7.976,0.003144258583825943,0.002747578449500576,-1.0836035604980239,0.1914329874144403,HOT,29.1,4.0,14.6,29.6
OI_SURGE,2026-06-13 08:00:00+00:00,TAO,BINANCE:TAOUSDT.P,4h,245.86,0.04839878896422345,0.11453455759275966,4.298448110506189,3.782882965665216,EXTREME,100.0,79.5,0.0,29.6
PRE_ENTRY,2026-06-13 08:00:00+00:00,AVAX,BYBIT:AVAXUSDT.P,4h,6.67,0.0012008405884118556,0.03232405225561563,-0.7450939715958897,0.4529971602286598,NEGATIVE,47.5,12.0,22.2,21.2
PRE_ENTRY,2026-06-13 08:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.7595,0.015174244172628581,0.01844920671102379,-0.704513483143756,0.74107510238105,EXTREME,54.7,15.7,0.0,0.0
SQUEEZE_SETUP,2026-06-13 08:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07852,0.007441621760328587,0.00126676743933829,-0.6637222019032085,0.4266098260665892,NEGATIVE,27.6,3.3,71.2,77.5
WHALE_ACCUM,2026-06-13 08:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.6721,0.005987127675497694,-0.00415009301301239,-0.6862900453206481,0.6644156126011325,NEGATIVE,27.5,3.3,25.9,85.0
WHALE_ACCUM,2026-06-13 08:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.0879,0.010344827586207028,0.029702651582318662,-0.5390155036929442,0.7097147350580936,NEGATIVE,24.4,15.1,21.7,100.0
WHALE_ACCUM,2026-06-13 08:00:00+00:00,OP,BYBIT:OPUSDT.P,4h,0.10767,0.017963505719958306,0.13308265723767643,1.1753781934380856,1.9070431206943101,NEGATIVE,100.0,55.8,0.0,100.0
ENTRY,2026-06-13 04:00:00+00:00,BCH,BINANCE:BCHUSD.P,4h,207.43,0.023435958160647363,-0.010801169749481643,-0.5055853910748851,0.6652824792573862,NEUTRAL,41.1,13.2,17.4,40.0
ENTRY,2026-06-13 04:00:00+00:00,TAO,BINANCE:TAOUSDT.P,4h,234.51,0.07994473865991236,0.017635235516058057,2.56900075391607,2.669252515288641,EXTREME,100.0,49.4,15.9,0.0
ENTRY,2026-06-13 04:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.335,0.026662580447441186,0.004916294866344595,-0.7519543920754865,0.675618966448163,NEUTRAL,46.7,11.7,14.4,28.6
OI_SURGE,2026-06-13 04:00:00+00:00,LINK,BINANCE:LINKUSD.P,4h,7.951,0.008754123318954532,-0.004243676942067287,-0.94369742283392,0.3353554589713268,HOT,31.3,5.0,18.1,31.1
OI_SURGE,2026-06-13 04:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,414.63,0.00041017227235440323,-0.012010819633614389,-0.6069951617110538,0.39919829185651107,NEGATIVE,20.9,0.4,11.3,0.0
PRE_ENTRY,2026-06-13 04:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.9919,0.026280393171236316,-0.0004493326010408527,-0.5465796514849592,0.7746254624669757,NEUTRAL,56.1,12.3,15.3,0.0
PRE_ENTRY,2026-06-13 04:00:00+00:00,INJ,BINANCE:INJUSDT.P,4h,5.319,0.039882697947213996,0.017090313848053595,-0.17981124217922945,1.059314742430482,NEGATIVE,55.9,19.7,22.8,0.0
PRE_ENTRY,2026-06-13 04:00:00+00:00,OP,BYBIT:OPUSDT.P,4h,0.10577,0.052752065293122374,-0.0023818319008619415,0.9045476176535793,1.7481167278120957,NEGATIVE,66.7,22.2,1.2,65.5
PRE_ENTRY,2026-06-13 04:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,4h,0.6411,0.041592201462225864,-0.00492899155897164,-0.24151471826212775,1.0796476453774528,NEGATIVE,55.9,12.2,0.0,0.0
SQUEEZE_SETUP,2026-06-13 04:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07794,0.0027016595908915253,-0.0046383427945579925,-0.43011544586355105,0.8220188218050883,NEGATIVE,23.2,1.4,63.1,74.0
WHALE_ACCUM,2026-06-13 04:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.087,0.009046624913013002,-0.004151906118523785,-0.15111037548312112,1.1280590677557303,NEGATIVE,3.3,5.8,22.1,100.0
WHALE_ACCUM,2026-06-13 04:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.515,0.006805444355484358,0.013028286769660502,-0.8323694673480247,0.43252793618647284,NEUTRAL,40.1,8.8,13.4,78.0
OI_SURGE,2026-06-13 00:00:00+00:00,APT,BYBIT:APTUSDT.P,1d,0.6704,0.04407413175517827,0.03748581122268635,-0.49336915642615686,0.844760798964949,NEGATIVE,27.4,16.4,16.7,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,BCH,BINANCE:BCHUSD.P,4h,202.68,0.004062221341523786,-0.002742546030757187,-0.6427444500156655,0.4400261756840821,NEUTRAL,27.2,3.1,53.8,40.0
OI_SURGE,2026-06-13 00:00:00+00:00,BCH,BINANCE:BCHUSD.P,1d,208.35,0.032150995739621324,-0.019441604084700637,-0.41850682197359185,0.7643648820012846,NEUTRAL,40.0,8.8,14.3,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,1d,0.08784,0.02222739439078314,0.09040183004180014,-0.6709804254231414,0.762336863711815,NEGATIVE,53.5,14.6,0.0,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,1d,0.07824,0.005784805244890112,0.07096946906234036,-0.5544744556794479,0.7401755855628375,NEGATIVE,42.8,10.0,5.8,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,LINK,BINANCE:LINKUSD.P,4h,7.882,0.0033095723014255896,0.04613891290264571,-0.9632635569392602,0.31972110024111927,HOT,80.5,26.4,24.5,28.0
OI_SURGE,2026-06-13 00:00:00+00:00,LINK,BINANCE:LINKUSD.P,1d,7.977,0.015402240325865568,0.020117389354358473,-1.51393578775089,0.3498161310804614,NEUTRAL,29.5,4.2,17.2,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,OP,BYBIT:OPUSDT.P,1d,0.1069,0.07221664994984955,0.011526611346134974,1.3688699127257766,1.8445265762454286,NEGATIVE,61.7,20.1,10.9,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,TIA,BYBIT:TIAUSDT.P,1d,0.3459,0.06990411382616757,0.0015222553075899814,-0.37413160481597074,0.9926427456189556,NEGATIVE,43.4,10.2,12.6,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,UNI,BYBIT:UNIUSDT.P,1d,2.555,0.023227873448137926,-0.009647402178315945,-0.9102534592879278,0.5905432190736993,NEUTRAL,33.5,5.9,5.6,0.0
OI_SURGE,2026-06-13 00:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,414.46,0.006606110652353392,0.03024276827473038,-0.5962590442698745,0.4200723892717883,NEGATIVE,34.0,6.1,12.3,0.0
PRE_ENTRY,2026-06-13 00:00:00+00:00,ETC,BINANCE:ETCUSDT.P,4h,7.145,0.0002799944001119492,0.008169050904725195,-1.019392333774049,0.4020006764347971,EXTREME,37.7,7.8,12.8,0.0
PRE_ENTRY,2026-06-13 00:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,1d,420.59,0.021494146791664503,0.17296580627195945,-0.18056508035203386,1.0761707731718702,NEGATIVE,61.7,30.4,6.8,0.0
SQUEEZE_SETUP,2026-06-13 00:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07773,-0.0007713073659854075,0.003824539999535803,-0.7190391863587448,0.331863425547587,NEGATIVE,21.2,0.5,59.2,0.0
WHALE_ACCUM,2026-06-13 00:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08622,0.0033748399860351608,-0.030104199196811843,-0.3321027318737028,0.9287804852451037,NEGATIVE,0.0,2.8,50.4,100.0
OI_SURGE,2026-06-12 20:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.6421,-0.003878374185541378,0.0014598235136820126,-0.6469238982589232,0.6986777901540122,NEUTRAL,20.0,4.0,8.0,5.8
OI_SURGE,2026-06-12 20:00:00+00:00,BCH,BINANCE:BCHUSD.P,4h,201.86,-0.008935585231735987,0.008938860471789711,-0.5660146205586135,0.561048319989659,NEUTRAL,25.8,2.5,42.7,40.0
OI_SURGE,2026-06-12 20:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3233,-0.011617242433506703,0.020387251182953925,-0.9043864657638028,0.5823446670977831,EXTREME,38.9,8.3,12.6,64.7
OI_SURGE,2026-06-12 20:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,411.74,-0.005939159826170881,0.17461686478889438,-0.5152484128994492,0.5648905462044298,NEGATIVE,87.5,33.5,5.5,0.0
SQUEEZE_SETUP,2026-06-12 20:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07779,-0.001412066752246477,0.05973973834444357,-0.6028157541128584,0.5299166676745495,NEUTRAL,42.0,9.6,58.2,74.2
WHALE_ACCUM,2026-06-12 20:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08593,-0.0165941863126573,0.018777280333693858,0.1227648493410059,1.434412399041006,NEUTRAL,2.8,5.8,24.4,100.0
WHALE_ACCUM,2026-06-12 20:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.497,-0.007945967421533529,0.0020263505295012862,-0.8754602944659179,0.3941064571223003,NEGATIVE,20.4,0.2,5.4,78.3
OI_SURGE,2026-06-12 16:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.6446,0.003424657534246478,0.028318637198667007,-0.14090056449414373,1.1086562122398336,NEUTRAL,48.9,12.6,6.7,0.0
PRE_ENTRY,2026-06-12 16:00:00+00:00,NEO,BINANCE:NEOUSDT.P,4h,2.167,0.005568445475637951,0.016748121406803484,-0.04677987686893661,1.2198497811396707,NEGATIVE,54.5,15.1,15.8,0.0
SQUEEZE_SETUP,2026-06-12 16:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.7478,0.0013390465988216693,-0.014609914947808278,-0.9184570379416545,0.4889313356588811,EXTREME,23.8,1.7,55.3,68.5
WHALE_ACCUM,2026-06-12 16:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08738,-0.000114429568600527,0.04156860637290305,0.4626525066421765,1.8073007706179607,NEUTRAL,22.1,14.7,16.4,100.0
WHALE_ACCUM,2026-06-12 16:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.517,0.002788844621514075,-0.007616124667242041,-0.6671452091938049,0.6129128201650816,NEGATIVE,25.1,2.2,13.5,75.4
OI_SURGE,2026-06-12 12:00:00+00:00,ADA,BYBIT:ADAUSDT.P,4h,0.1704,-0.004672897196261627,0.029687175613951844,1.7940826334147986,3.074289988004862,EXTREME,46.4,14.0,11.1,0.0
SQUEEZE_SETUP,2026-06-12 12:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.7468,-0.013474240422721273,0.012177943443567152,0.09778636831579922,1.3444831676910096,NEUTRAL,27.2,3.3,65.5,84.0
WHALE_ACCUM,2026-06-12 12:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08739,0.005522954780807776,0.006455991069753031,6.53598770868313,7.421635849108222,EXTREME,27.1,25.7,31.5,75.4
WHALE_ACCUM,2026-06-12 12:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.51,-0.00868878357030023,0.008727234281206586,0.32854134553070546,1.6985749177337741,NEUTRAL,28.8,4.3,23.1,87.2
ENTRY,2026-06-12 08:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,59.217,0.03978859019156822,-0.020048945868904267,-0.8792719161546682,0.669195494549874,NEGATIVE,45.4,16.1,14.3,0.0
HOT_PRE_ENTRY,2026-06-12 08:00:00+00:00,APT,BYBIT:APTUSDT.P,4h,0.6579,0.035247836349331374,-0.0029969675685161956,2.472923634620827,3.269596730818014,NEGATIVE,65.6,23.4,17.1,0.0
OI_SURGE,2026-06-12 08:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08691,0.011757857974388886,-0.015417866523695145,-0.4107117096128075,0.8574268151732304,EXTREME,6.9,7.4,23.2,53.7
PRE_ENTRY,2026-06-12 08:00:00+00:00,OP,BYBIT:OPUSDT.P,4h,0.09975,0.041014402003757056,-0.002667074039090722,0.49686724536824756,1.5006113132078533,NEUTRAL,58.1,13.8,21.0,50.2
PRE_ENTRY,2026-06-12 08:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.6625,0.02421143420404137,0.023513524425919696,-0.8227731303419532,0.6930689157660634,EXTREME,56.4,15.9,15.2,34.9
PRE_ENTRY,2026-06-12 08:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,4h,0.6218,0.046977605657518184,-0.013011594330672449,0.4396704286406325,1.665631012398736,NEGATIVE,62.6,15.7,9.9,0.0
WHALE_ACCUM,2026-06-12 08:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.532,0.009166998804304605,0.0008108063466123472,-0.6952852327112051,0.5787656865041331,NEUTRAL,31.5,5.0,9.7,87.0
OI_SURGE,2026-06-12 04:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,56.951,-0.038412183838179126,0.006122471848050148,-0.6904287599462738,0.7847827319435887,NEGATIVE,23.4,2.6,21.4,0.0
OI_SURGE,2026-06-12 00:00:00+00:00,ARB,BINANCE:ARBUSDT.P,1d,0.08391,0.004669540229885083,0.011946684279255493,-0.4285320651866341,0.8694278704319036,NEGATIVE,22.6,5.1,13.3,0.0
OI_SURGE,2026-06-12 00:00:00+00:00,BCH,BINANCE:BCHUSD.P,1d,201.86,-0.01512490241998432,0.03791142754728383,-0.0006143905957552733,1.2547471220829696,NEUTRAL,20.0,0.0,9.8,0.0
OI_SURGE,2026-06-12 00:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,59.226,0.004767155823224956,0.02167483059673314,-1.2804748347966712,0.443358045899234,NEGATIVE,35.1,11.9,8.8,0.0
OI_SURGE,2026-06-12 00:00:00+00:00,OP,BYBIT:OPUSDT.P,1d,0.0997,0.04485432823307467,0.020986579636410596,0.45611466583788873,1.373627739828718,EXTREME,51.5,14.4,9.8,0.0
OI_SURGE,2026-06-12 00:00:00+00:00,RUNE,BINANCE:RUNEUSDT.P,1d,0.3929,-0.020443779606083234,0.0064092446637447065,0.08713189241312565,1.5053105295694131,EXTREME,20.5,0.3,2.0,0.0
OI_SURGE,2026-06-12 00:00:00+00:00,TIA,BYBIT:TIAUSDT.P,1d,0.3233,0.0015489467162330683,0.030506420239868826,-0.5745486037692923,0.8208036806888515,EXTREME,32.2,5.3,0.0,0.0
OI_SURGE,2026-06-12 00:00:00+00:00,UNI,BYBIT:UNIUSDT.P,1d,2.497,0.001202886928628466,0.055128795215766635,-0.4151843211471772,0.9153715777189869,EXTREME,50.3,13.3,0.0,0.0
PRE_ENTRY,2026-06-12 00:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,1d,59.278,0.00564933412503188,0.06781450799151245,0.18367575285327228,1.5234255963685825,NEGATIVE,51.3,38.9,0.0,0.0
PRE_ENTRY,2026-06-12 00:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,66.91,0.0016467065868264186,0.01677002118553217,-0.7624774317121679,0.539304958938094,NEUTRAL,61.2,18.0,13.7,12.0
VOLUME_SURGE,2026-06-12 00:00:00+00:00,TON,BYBIT:TONUSDT.P,1d,1.6776,-0.0122468205369759,-0.1674586885295899,-0.44182474434839586,1.3133626291423546,NEGATIVE,20.0,8.4,20.8,0.0
OI_SURGE,2026-06-11 20:00:00+00:00,BCH,BINANCE:BCHUSD.P,4h,204.96,0.0029359953024075125,0.007877195095171041,-0.3718054878282857,0.8698513484465169,NEUTRAL,31.4,5.0,25.0,0.0
OI_SURGE,2026-06-11 20:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,58.945,0.005149804750780085,0.03737631398501917,-0.9310156299380546,0.6518160934631942,NEUTRAL,44.5,15.7,30.0,0.0
PRE_ENTRY,2026-06-11 20:00:00+00:00,ATOM,BINANCE:ATOMUSDT.P,4h,2.034,0.0231388329979878,0.006072338465852978,0.287404768208669,1.3342563781188526,NEUTRAL,28.4,21.1,0.0,6.2
PRE_ENTRY,2026-06-11 20:00:00+00:00,NEAR,BINANCE:NEARUSD.P,4h,2.061,0.012776412776412727,0.03507560540118293,-0.9200953194908312,0.5180936738370244,NEUTRAL,64.4,17.6,10.2,0.0
WHALE_ACCUM,2026-06-11 20:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.6284,0.006552107800717133,0.06832763809827469,0.43443131679079056,1.4063204605108237,NEGATIVE,85.0,29.0,18.0,82.9
ENTRY,2026-06-11 16:00:00+00:00,BCH,BINANCE:BCHUSD.P,4h,204.36,0.026058141286338543,-0.0004531583009396156,-0.10791538757784501,1.3561934682041015,NEUTRAL,45.4,15.1,21.8,40.0
ENTRY,2026-06-11 16:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08646,0.01837455830388679,0.06579823331563173,0.7970214936263479,2.0549260688881206,EXTREME,98.4,35.4,14.6,33.6
ENTRY,2026-06-11 16:00:00+00:00,LINK,BINANCE:LINKUSD.P,4h,7.925,0.023505101381893212,-0.003813999494634235,0.11340119674135611,1.3390078985160363,HOT,49.0,16.8,26.0,23.2
ENTRY,2026-06-11 16:00:00+00:00,POL,BYBIT:POLUSDT.P,4h,0.07379,0.023439667128987374,0.013896321929476319,0.7140178453573591,2.086199404342022,NEGATIVE,70.0,22.9,24.4,0.0
ENTRY,2026-06-11 16:00:00+00:00,TAO,BINANCE:TAOUSDT.P,4h,213.61,0.025689042542975216,0.0031153976463393906,-0.1488327355062325,1.091945599141079,EXTREME,49.7,13.0,14.9,0.0
OI_SURGE,2026-06-11 16:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.03078,0.012167050312397176,0.002590288797416962,0.3344992751167688,1.6158711587320205,EXTREME,40.1,13.2,5.6,21.3
VOLUME_SURGE,2026-06-11 16:00:00+00:00,RUNE,BINANCE:RUNEUSDT.P,4h,0.398,-0.020428254984001915,0.007644844055559652,1.124349145970172,2.5456053001586225,EXTREME,32.1,6.9,10.9,40.0
WHALE_ACCUM,2026-06-11 16:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.504,-0.018039215686274424,0.017306398560571035,0.5322617681103563,1.8875872531710942,NEUTRAL,8.3,8.7,7.1,100.0
HOT_PRE_ENTRY,2026-06-11 12:00:00+00:00,ATOM,BINANCE:ATOMUSDT.P,4h,1.972,0.020175892395240425,0.008668119122310358,2.052354019289108,2.3986573877782726,NEGATIVE,45.4,25.3,0.0,0.0
OI_SURGE,2026-06-11 12:00:00+00:00,BCH,BINANCE:BCHUSD.P,4h,199.17,-0.010876042908224193,0.04029905715969351,-0.3255070272761644,0.9741530653039231,NEUTRAL,40.3,8.9,31.0,0.0
OI_SURGE,2026-06-11 12:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.03041,0.0013170892327953876,0.010743909390735995,-0.1854001578088184,1.139076469769295,EXTREME,37.3,11.6,15.5,17.8
OI_SURGE,2026-06-11 12:00:00+00:00,MANA,OKX:MANAUSDT.P,4h,0.06772,0.01195457262402888,-0.011443333906595687,0.7181235828892919,2.0764801405907685,NEUTRAL,39.5,13.5,8.9,35.2
WHALE_ACCUM,2026-06-11 12:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.55,0.010301109350237647,0.009583290924855437,0.6145361879352883,1.9962972365991678,NEGATIVE,14.2,15.4,11.6,100.0
ENTRY,2026-06-11 08:00:00+00:00,RUNE,BINANCE:RUNEUSDT.P,4h,0.4103,0.034543620776601,-0.014719799500438446,0.8100686678016535,2.238798887201573,NEUTRAL,59.6,14.9,11.3,40.0
OI_SURGE,2026-06-11 08:00:00+00:00,MANA,OKX:MANAUSDT.P,4h,0.06692,0.01347872179312426,0.04414517558152453,-0.4108677923686903,0.8666028831304904,NEUTRAL,85.0,32.4,7.5,42.1
PRE_ENTRY,2026-06-11 08:00:00+00:00,ATOM,BINANCE:ATOMUSDT.P,4h,1.933,0.03038379530916857,0.01127419879235858,0.5689158117410845,1.4885380629044502,NEGATIVE,44.4,21.1,0.3,0.0
PRE_ENTRY,2026-06-11 08:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.03037,0.011322011322011383,0.02788671336991011,-0.28491771952639966,1.061351968663173,EXTREME,63.5,19.0,26.9,6.8
PRE_ENTRY,2026-06-11 08:00:00+00:00,XLM,BINANCE:XLMUSDT.P,4h,0.19067,0.0008398509264604392,0.02498486425587254,-0.7183037698523581,0.27637773607728106,NEGATIVE,41.4,15.5,12.6,0.0
WHALE_ACCUM,2026-06-11 08:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.524,0.007987220447284393,-0.0016267057102207216,-0.2547866967449712,1.0568213869064025,NEGATIVE,0.6,4.7,19.2,90.4
OI_SURGE,2026-06-11 04:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.504,0.007240547063555924,0.03630403975509311,-0.490773681743891,0.7934265152051512,NEUTRAL,34.7,19.6,23.2,0.0
PRE_ENTRY,2026-06-11 04:00:00+00:00,MANA,OKX:MANAUSDT.P,4h,0.06603,0.003953170138361051,0.023630079187508812,-0.07771454215579028,1.236826827941192,NEUTRAL,53.5,14.6,27.3,53.4
PRE_ENTRY,2026-06-11 04:00:00+00:00,RUNE,BINANCE:RUNEUSDT.P,4h,0.3966,0.018489984591679498,0.02640685928076203,0.5977332174412517,2.0040749707485874,NEUTRAL,51.9,30.3,9.6,40.0
ENTRY,2026-06-11 00:00:00+00:00,ATOM,BINANCE:ATOMUSDT.P,4h,1.828,0.03804656445201604,0.022810183023153296,0.7056272275795339,1.5932619826686663,NEGATIVE,90.4,31.8,17.4,0.0
ENTRY,2026-06-11 00:00:00+00:00,AVAX,BYBIT:AVAXUSDT.P,4h,6.594,0.034190715181932285,-0.01436757635361241,0.014900353998937554,1.5428652623176689,NEGATIVE,61.5,18.2,14.5,11.9
ENTRY,2026-06-11 00:00:00+00:00,BNB,BYBIT:BNBUSDT.P,4h,596.71,0.016974861525351548,0.009865233954324593,-0.5750221271839528,0.6906076387727195,NEUTRAL,48.5,28.0,12.6,0.0
ENTRY,2026-06-11 00:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.08499,0.025211097708081942,0.001975229205548601,-0.09449850054474422,1.180758931580526,NEGATIVE,57.3,16.3,26.3,0.0
ENTRY,2026-06-11 00:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.9462,0.03353358820316776,0.0006380262096776779,-0.5959727709635566,0.7459489294468008,NEUTRAL,56.5,16.0,12.9,29.4
ENTRY,2026-06-11 00:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,4h,55.152,0.03496031075831785,-0.021512557768623708,-0.6818578572064035,0.7892384896134719,EXTREME,43.2,10.2,4.8,0.0
ENTRY,2026-06-11 00:00:00+00:00,HYPE,BYBIT:HYPEUSDT.P,1d,58.945,0.10613822740152745,-0.03808584451763397,0.3706773792735925,1.6855022514773348,EXTREME,55.5,41.0,5.2,0.0
HOT_PRE_ENTRY,2026-06-11 00:00:00+00:00,ARB,BINANCE:ARBUSDT.P,1d,0.08352,0.0782339271882262,0.0279695244189182,3.3074034226169347,2.374669676072575,NEGATIVE,74.9,32.6,15.9,0.0
HOT_PRE_ENTRY,2026-06-11 00:00:00+00:00,ATOM,BINANCE:ATOMUSDT.P,1d,2.034,0.15502555366269166,0.041658403490675955,2.5401741567408864,2.354678972220396,NEGATIVE,100.0,56.4,22.6,0.0
OI_SURGE,2026-06-11 00:00:00+00:00,BCH,BINANCE:BCHUSD.P,1d,204.96,0.05595054095826901,0.05820883681493849,0.31403308784506206,1.6131939526687638,NEUTRAL,53.9,15.3,15.0,0.0
